filename,psnr_db
01.png,24.633453369140625
02.png,23.758941650390625
03.png,21.910308837890625
04.png,21.282760620117188
05.png,25.342866897583008
06.png,25.25465965270996
07.png,22.767982482910156
08.png,25.74903678894043
09.png,22.213382720947266
10.png,23.4894962310791
11.png,25.87302017211914
12.png,23.82449722290039
13.png,23.079906463623047
14.png,23.251436233520508
15.png,25.61311912536621
16.png,23.163833618164062
17.png,24.73057746887207
18.png,25.70395278930664
19.png,24.921798706054688
20.png,22.690895080566406
21.png,24.767969131469727
22.png,26.480884552001953
23.png,24.94716453552246
24.png,24.50385856628418
25.png,21.660484313964844
26.png,24.925949096679688
27.png,23.99500274658203
28.png,25.8362979888916
29.png,25.240360260009766
30.png,25.981983184814453
31.png,22.108469009399414
32.png,24.555627822875977
33.png,24.62989616394043
34.png,21.970657348632812
35.png,25.306177139282227
36.png,25.633102416992188
37.png,24.487049102783203
38.png,25.37230682373047
39.png,22.73994255065918
40.png,22.3294620513916
41.png,24.98243522644043
42.png,26.785993576049805
43.png,25.11270523071289
44.png,24.21161651611328
45.png,24.325172424316406
46.png,22.929819107055664
47.png,24.758100509643555
48.png,25.25773811340332
49.png,20.862512588500977
50.png,24.19540786743164
