filename,psnr_db
01.png,24.101905822753906
02.png,25.073888778686523
03.png,23.673171997070312
04.png,22.997825622558594
05.png,26.199676513671875
06.png,28.226364135742188
07.png,26.135873794555664
08.png,26.406734466552734
09.png,23.090715408325195
10.png,24.11321449279785
11.png,26.663249969482422
12.png,25.268966674804688
13.png,24.35065269470215
14.png,24.776161193847656
15.png,26.424335479736328
16.png,27.01936912536621
17.png,26.506534576416016
18.png,25.279741287231445
19.png,25.658769607543945
20.png,24.340373992919922
21.png,25.507125854492188
22.png,27.308385848999023
23.png,25.56702423095703
24.png,26.317474365234375
25.png,23.441572189331055
26.png,24.999238967895508
27.png,25.29977035522461
28.png,27.238670349121094
29.png,27.200706481933594
30.png,27.222373962402344
31.png,24.666330337524414
32.png,24.76413917541504
33.png,26.39623260498047
34.png,23.07872772216797
35.png,26.092559814453125
36.png,26.218605041503906
37.png,26.305118560791016
38.png,25.074016571044922
39.png,24.03729248046875
40.png,25.130599975585938
41.png,26.776329040527344
42.png,27.18832015991211
43.png,27.122766494750977
44.png,26.425891876220703
45.png,24.896648406982422
46.png,22.628070831298828
47.png,25.742656707763672
48.png,25.96430206298828
49.png,25.771045684814453
50.png,25.11446762084961
