filename,psnr_db
01.png,23.829269409179688
02.png,23.639705657958984
03.png,21.511899948120117
04.png,20.699520111083984
05.png,24.52516746520996
06.png,24.607141494750977
07.png,22.016374588012695
08.png,24.47197914123535
09.png,22.058387756347656
10.png,22.754013061523438
11.png,24.693912506103516
12.png,23.540250778198242
13.png,22.893220901489258
14.png,22.914852142333984
15.png,24.256633758544922
16.png,22.646072387695312
17.png,23.929765701293945
18.png,24.70166015625
19.png,24.308757781982422
20.png,22.050275802612305
21.png,24.317903518676758
22.png,24.824649810791016
23.png,24.118213653564453
24.png,23.605165481567383
25.png,20.824207305908203
26.png,23.871112823486328
27.png,23.625030517578125
28.png,24.977802276611328
29.png,24.516706466674805
30.png,24.956323623657227
31.png,22.002573013305664
32.png,23.921123504638672
33.png,24.20383071899414
34.png,21.615928649902344
35.png,24.282093048095703
36.png,24.586286544799805
37.png,23.84189224243164
38.png,24.550621032714844
39.png,22.663742065429688
40.png,23.172893524169922
41.png,24.272945404052734
42.png,25.360078811645508
43.png,24.4993953704834
44.png,23.631010055541992
45.png,23.125152587890625
46.png,22.690858840942383
47.png,23.94956398010254
48.png,24.453720092773438
49.png,23.928869247436523
50.png,23.61949920654297
